id,grad_yr,type,type2,parent,degree,major,spouse_type,spouse_type2,FSA,median_income,title,affinity,latest_date,pldg_blc,cons_giving,fy16,fy15,fy14,ttl_giving
118842,1989,I     ,A     , ,BS    ,Natural Sciences,      ,      ,M5J,92668,Capt. Fire Dept.                                  ,5, ,0,0,0,0,0,0
118971,1991,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M5V,79018,Vice President                                    ,2,3/24/1993,0,0,0,0,0,25
119178,1996,I     ,A     , ,BS    ,GRP SS Psych,      ,      ,M6N,57378,Teacher                                           ,2, ,0,0,0,0,0,0
119317,2009,I     ,A     , ,BA    ,English Language and Literature,S     ,I     ,M6L,51191,Tchr                                              ,7,9/11/2015,0,5,125,262,266,1170
119596,1985,S     ,A     , ,BS    ,Liberal Studies,      ,      ,M1P,54560,Office Coordinator                                ,12,6/23/2015,0,0,0,25,0,65
119645,2005,I     ,A     ,Parent,BS    ,Communications,      ,      ,M6P,68781,Owner                                             ,1, ,0,0,0,0,0,0
120053,2003,I     ,A     , ,BM    ,Music,      ,      ,M4B,63005,Vocalist                                          ,2, ,0,0,0,0,0,0
120283,2000,I     ,A     , ,BS    ,Information Systems,I     ,A     ,M5T,40061,                                                  ,2, ,0,0,0,0,0,0
120146,1984,I     ,A     , ,MPA   ,Public Administration,      ,      ,M5A,43816,                                                  ,1, ,0,0,0,0,0,0
120434,1989,I     ,A     ,Parent,BBA   ,Accounting,      ,      ,M6E,60096,Superintendent                                    ,3, ,0,0,0,0,0,0
120530,1983,I     ,A     , ,BBA   ,Accounting,      ,      ,M6P,68781,                                                  ,0, ,0,0,0,0,0,0
120738,1976,I     ,A     , ,BS    ,Nursing,      ,      ,M2N,68333,RN                                                ,5,10/29/2014,0,2,0,25,25,190
120688,1996,I     ,A     ,Parent,BS    ,Physics,      ,      ,M6P,68781,Teacher                                           ,1, ,0,0,0,0,0,0
120722,2000,I     ,A     , ,BS    ,Health Science,      ,      ,M4P,76675,Physical Therapist                                ,1,11/18/2008,0,0,0,0,0,50
120954,1985,I     ,A     , ,BS    ,Computer Science,I     ,A     ,M5J,92668,Release Engineer                                  ,2, ,0,0,0,0,0,0
121300,2004,I     ,A     , ,BS    ,Psychology,      ,      ,M5J,92668,                                                  ,2, ,0,0,0,0,0,0
121308,2004,I     ,A     , ,BSE   ,Engineering,      ,      ,M3K,60887,Engineering Manager                               ,6, ,0,0,0,0,0,0
121542,2001,I     ,A     , ,BBA   ,Accounting,      ,      ,M6A,52149,Co-Founder                                        ,3, ,0,0,0,0,0,0
121940,2002,I     ,A     , ,MBA   ,Business General,      ,      ,M1P,54560,Sr. Industrial Engineer                           ,1, ,0,0,0,0,0,0
121903,2001,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M3N,45065,Sherriff                                          ,2, ,0,0,0,0,0,0
121860,2005,I     ,A     , ,BA    ,Spanish,      ,      ,M1P,54560,                                                  ,2, ,0,0,0,0,0,0
121923,1995,I     ,A     , ,BBA   ,Management,      ,      ,M5S,80977,Licensed Personal Banker                          ,1, ,0,0,0,0,0,0
121954,1979,I     ,A     , ,BS    ,Psychology,I     ,A     ,M3H,68796,Licenceing                                        ,2,10/14/2009,0,0,0,0,0,225
122049,1987,I     ,A     ,Parent,BS    ,Criminal Justice,      ,      ,M6L,51191,Retired                                           ,2, ,0,0,0,0,0,0
122262,1986,I     ,A     , ,BS    ,Computer Science,      ,      ,M5S,80977,                                                  ,1, ,0,0,0,0,0,0
122370,1980,I     ,A     , ,BS    ,Nursing,      ,      ,M5B,63763,Registered Nurse                                  ,1, ,0,0,0,0,0,0
122301,1981,I     ,A     , ,BS    ,Chemistry,      ,      ,M3N,45065,Self-Employed-Farmer                              ,2, ,0,0,0,0,0,0
122281,1977,I     ,A     , ,MED   ,Reading,I     ,P     ,M5B,63763,2nd Grade Teacher                                 ,5,3/4/2004,0,0,0,0,0,1895
122342,1976,I     ,A     , ,BS    ,Special Education,I     ,A     ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
122395,2004,I     ,A     , ,BS    ,History,I     ,A     ,M3B,111062,                                                  ,1, ,0,0,0,0,0,0
122568,1986,I     ,A     , ,MED   ,Special Education,      ,      ,M3H,68796,Resource Room                                     ,0, ,0,0,0,0,0,0
122867,2004,I     ,A     , ,BBA   ,Marketing,      ,      ,M5S,80977,President                                         ,1,12/18/2006,0,0,0,0,0,210
123084,1989,I     ,A     , ,BBA   ,Business General,I     ,I     ,M6E,60096,                                                  ,7,4/21/2004,0,0,0,0,0,150
123154,1987,I     ,A     , ,BS    ,Psychology,I     ,A     ,M6A,52149,Social Worker                                     ,1, ,0,0,0,0,0,0
123353,2003,I     ,A     , ,BS    ,Advertising & Public Relations,      ,      ,M4L,74448,Production Manager                                ,1, ,0,0,0,0,0,0
123426,2001,I     ,A     , ,BBA   ,Accounting,      ,      ,M5B,63763,Audit Manager                                     ,1, ,0,0,0,0,0,0
123344,1999,I     ,A     , ,BS    ,Criminal Justice,I     ,A     ,M3H,68796,Police Officer                                    ,2, ,0,0,0,0,0,0
123629,1991,I     ,A     , ,BBA   ,Marketing,      ,      ,M6L,51191,                                                  ,0,7/12/2006,0,0,0,0,0,20
123562,2006,I     ,A     , ,BBA   ,Management,      ,      ,M6R,78744,Division Compliance Director                      ,2,3/19/1999,0,0,0,0,0,525
123683,1968,I     ,A     , ,BA    ,Political Science,      ,      ,M3C,53636,Communications Intern                             ,4, ,0,0,0,0,0,0
124105,1988,I     ,A     ,Parent,BA    ,GRO Soc Science,I     ,I     ,M5S,80977,                                                  ,2, ,0,0,0,0,0,0
124143,1979,I     ,A     , ,BSW   ,Social Work,      ,      ,M5S,80977,Head Nurse Geriatrics                             ,0, ,0,0,0,0,0,0
124272,1979,I     ,A     ,Parent,MSW   ,School Social Work,      ,      ,M3H,68796,Clinical Social Worker                            ,2, ,0,0,0,0,0,0
124477,2001,I     ,A     ,Parent,BBA   ,Business General,      ,      ,M5J,92668,Owner                                             ,3, ,0,0,0,0,0,0
124563,1984,I     ,A     , ,BBA   ,Marketing,      ,      ,M4T,150692,Sales Representative                              ,1, ,0,0,0,0,0,0
124776,2005,I     ,A     , ,BS    ,Geology,      ,      ,M5M,135475,Senior Project Manager/Hydrogeologist             ,2, ,0,0,0,0,0,0
124895,2002,I     ,A     , ,BS    ,Physical Education,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
125005,2003,I     ,A     , ,BA    ,Criminal Justice,      ,      ,M5V,79018,                                                  ,0, ,0,0,0,0,0,0
125465,1978,I     ,A     , ,MED   ,General Education,      ,      ,M2N,68333,                                                  ,0, ,0,0,0,0,0,0
125650,1978,I     ,A     , ,BBA   ,Accounting,      ,      ,M6A,52149,Accountant                                        ,7,12/14/2011,0,0,0,0,0,2725
125797,1982,I     ,A     , ,BS    ,Legal Administration,      ,      ,M6P,68781,Attorney/Certified Public Account                 ,2,11/7/2006,0,0,0,0,0,300
125785,2001,I     ,A     ,Parent,BS    ,Special Education,I     ,A     ,M6J,63464,                                                  ,1, ,0,0,0,0,0,0
126023,1984,I     ,A     , ,MED   ,General Education,      ,      ,M5T,40061,Teacher                                           ,0, ,0,0,0,0,0,0
126107,1976,I     ,A     , ,BS    ,Psychology,      ,      ,M1B,65192,                                                  ,0,6/28/2006,0,0,0,0,0,25
126183,1996,I     ,A     ,Parent,BS    ,Special Education,      ,      ,M5T,40061,5th Grade Teacher                                 ,1, ,0,0,0,0,0,0
126314,1988,I     ,A     , ,BS    ,Statistics,I     ,A     ,M5S,80977,Service Engineer                                  ,1, ,0,0,0,0,0,0
126235,1982,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M5S,80977,Police Ofcr                                       ,1, ,0,0,0,0,0,0
126353,1984,I     ,A     , ,BS    ,Biology,      ,      ,M5S,80977,Diagnostic Radiologist                            ,2, ,0,0,0,0,0,0
126508,1984,I     ,A     , ,BBA   ,Accounting,      ,      ,M5S,80977,CFO                                               ,1, ,0,0,0,0,0,0
126513,2005,I     ,A     ,Parent,BS    ,Physical Education,      ,      ,M6P,68781,                                                  ,2, ,0,0,0,0,0,0
126581,1986,I     ,A     , ,MED   ,Reading,      ,      ,M5B,63763,                                                  ,0, ,0,0,0,0,0,0
126616,1997,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M5T,40061,"Director, Human Resources                         ",7,12/11/2013,0,0,0,0,1500,1525
126685,1999,I     ,A     , ,BS    ,Computer Science,I     ,A     ,M5B,63763,Network Engineer                                  ,1, ,0,0,0,0,0,500
126682,2001,I     ,A     , ,BS    ,Economics,      ,      ,M4V,120678,Attorney                                          ,2, ,0,0,0,0,0,0
126939,1994,I     ,A     , ,BS    ,Biology,      ,      ,M5T,40061,Adjuct Faculty                                    ,1, ,0,0,0,0,0,0
126807,2004,I     ,A     , ,MBA   ,Business General,      ,      ,M5H,117919,North American Director of Sales                  ,1,3/12/1997,0,0,0,0,0,25
126839,2003,I     ,A     , ,BS    ,Physical Education,I     ,A     ,M3J,49625,Teacher                                           ,2, ,0,0,0,0,0,0
126834,1998,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M6N,57378,1st Grade Teacher                                 ,0, ,0,0,0,0,0,0
127081,2003,I     ,A     , ,BS    ,Biology,      ,      ,M5J,92668,Stay at home mom                                  ,2, ,0,0,0,0,0,0
127007,2000,I     ,A     , ,BA    ,International Relations,      ,      ,M4V,120678,Managing Director                                 ,9,12/16/2015,0,3,1000,500,1200,4700
127223,2002,I     ,A     , ,BS    ,Criminal Justice,I     ,A     ,M1H,58876,                                                  ,2, ,0,0,0,0,0,0
127127,2000,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M5B,63763,District Sales Manager                            ,1, ,0,0,0,0,0,0
127239,2001,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M1N,75900,Deputy                                            ,2, ,0,0,0,0,0,0
127179,2004,I     ,A     , ,BS    ,Health Science,      ,      ,M3H,68796,Director of Activities                            ,2, ,0,0,0,0,0,0
127313,2005,I     ,A     , ,BSE   ,Engineering,      ,      ,M5V,79018,                                                  ,1, ,0,0,0,0,0,0
127370,2002,I     ,A     , ,BS    ,GRO Social Studies,      ,      ,M2N,68333,High School Teacher                               ,1, ,0,0,0,0,0,0
127283,1982,I     ,A     , ,BA    ,Philosophy,      ,      ,M5T,40061,                                                  ,1, ,0,0,0,0,0,0
127755,1978,I     ,A     , ,BAS   ,Hospitality Tourism Mgt,      ,      ,M6H,57309,Sales                                             ,2,11/21/2012,0,0,0,0,0,250
127664,1987,I     ,A     , ,BS    ,Sociology,      ,      ,M5R,96285,Senior Associate                                  ,11,11/18/2015,0,11,35,45,45,535
127809,1989,I     ,A     , ,BS    ,History,      ,      ,M4C,60310,Teacher                                           ,0, ,0,0,0,0,0,0
127656,1977,I     ,A     , ,BS    ,Language Arts,      ,      ,M6N,57378,Kindergarten Tchr                                 ,1, ,0,0,0,0,0,0
127738,1979,I     ,A     , ,BS    ,Biology,I     ,A     ,M4T,150692,Gen  Mgr                                          ,1,1/17/2001,0,0,0,0,0,25
127938,2006,I     ,A     ,Parent,BS    ,Criminal Justice,      ,      ,M4P,76675,                                                  ,2, ,0,0,0,0,0,0
127928,1989,I     ,A     , ,MED   ,General Education,I     ,I     ,M5J,92668,Kindergarden Teacher                              ,1,3/25/2014,0,0,0,0,100,100
128023,1980,I     ,A     , ,BBA   ,Management,      ,      ,M5S,80977,Manager Remote Recording Operations               ,0, ,0,0,0,0,0,0
128168,1982,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M5V,79018,Detective                                         ,2, ,0,0,0,0,0,0
128217,1981,I     ,A     ,Parent,BBA   ,Marketing,      ,      ,M2N,68333,Owner                                             ,1, ,0,0,0,0,0,0
128260,1998,I     ,A     , ,BA    ,Philosophy,      ,      ,M5M,135475,Instructor of English Language                    ,1, ,0,0,0,0,0,0
128357,2004,I     ,A     , ,BS    ,Health Science,      ,      ,M3K,60887,                                                  ,1, ,0,0,0,0,0,0
128508,2001,I     ,A     , ,BS    ,Hospitality Tourism Mgt,      ,      ,M1B,65192,Legal Prep                                        ,1, ,0,0,0,0,0,0
128738,2003,I     ,A     , ,BS    ,Mathematics,      ,      ,M5R,96285,teacher: 6 and 8th grade math                     ,1, ,0,0,0,0,0,0
128867,1993,I     ,A     , ,BBA   ,Finance,I     ,A     ,M5V,79018,                                                  ,0, ,0,0,0,0,0,0
128964,1999,I     ,A     , ,BS    ,Mathematics,      ,      ,M3C,53636,Data Administrator                                ,0, ,0,0,0,0,0,0
129020,1983,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M4B,63005,Assistant Teacher                                 ,1, ,0,0,0,0,0,0
129375,1981,I     ,A     , ,BS    ,Chemistry,      ,      ,M1S,58417,                                                  ,7,6/29/2015,0,0,0,50,120,532
129488,1975,I     ,A     , ,BS    ,Psychology,      ,      ,M6L,51191,Port Director                                     ,0, ,0,0,0,0,0,0
129480,1987,I     ,A     ,Parent,BS    ,Environmental Studies,      ,      ,M1H,58876,                                                  ,1, ,0,0,0,0,0,0
129314,1979,I     ,A     ,Parent,BS    ,Psychology,      ,      ,M6H,57309,Juvenile Justice Spec                             ,2, ,0,0,0,0,0,0
129546,1982,I     ,A     ,Parent,BS    ,Psychology,I     ,A     ,M2N,68333,Musician                                          ,2, ,0,0,0,0,0,0
129647,2000,I     ,A     ,Parent,BS    ,Behavioral Science,      ,      ,M5S,80977,Home Health Care Aide                             ,4, ,0,0,0,0,0,0
130073,2000,I     ,A     , ,BBA   ,Finance,      ,      ,M4E,99523,Attorney                                          ,1, ,0,0,0,0,0,0
129956,2001,S     ,A     , ,BA    ,Advertising & Public Relations,      ,      ,M5S,80977,Affiliate (Clinical) Faculty                      ,2, ,0,0,0,0,0,0
130084,2000,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6L,51191,Police Officer                                    ,2, ,0,0,0,0,0,0
130141,1988,I     ,A     , ,BS    ,GRO Social Studies,      ,      ,M1P,54560,8th Grade Teacher                                 ,2, ,0,0,0,0,0,0
130269,1999,I     ,A     ,Parent,BBA   ,Accounting,      ,      ,M2N,68333,Master Scheduler                                  ,1, ,0,0,0,0,0,0
130206,1992,I     ,A     , ,BS    ,Psychology,I     ,A     ,M6J,63464,Research Associate                                ,2, ,0,0,0,0,0,0
130434,1995,I     ,A     , ,BA    ,Communications,      ,      ,M2N,68333,                                                  ,5,3/4/2005,0,0,0,0,0,20
130600,2004,I     ,A     , ,BS    ,Group Science,I     ,A     ,M2N,68333,VP of Quality/Systems Manager                     ,1, ,0,0,0,0,0,0
130510,2003,I     ,A     , ,BS    ,Mathematics,I     ,A     ,M5J,92668,                                                  ,0, ,0,0,0,0,0,0
130522,2005,I     ,A     , ,BSW   ,Social Work,      ,      ,M5M,135475,                                                  ,3,5/20/2015,0,0,0,50,0,125
130563,2007,I     ,A     , ,BSN   ,Nursing,      ,      ,M6A,52149,Nurse                                             ,1, ,0,0,0,0,0,0
130730,1985,I     ,A     , ,BBA   ,Management,      ,      ,M6P,68781,Manager                                           ,3, ,0,0,0,0,0,0
130748,1980,I     ,A     , ,BS    ,Special Education,I     ,I     ,M2N,68333,                                                  ,0, ,0,0,0,0,0,0
130909,1973,I     ,A     , ,BS    ,Social Relations,      ,      ,M4M,59723,                                                  ,0,4/14/2003,0,0,0,0,0,35
130901,1994,I     ,A     ,Parent,BS    ,Physical Education,      ,      ,M3K,60887,Elementary Teacher                                ,1, ,0,0,0,0,0,0
131112,1983,I     ,A     , ,BSN   ,Nursing - RN,      ,      ,M5J,92668,Practice Manager                                  ,1, ,0,0,0,0,0,0
131292,1988,I     ,A     , ,BBA   ,Marketing,      ,      ,M5G,51478,General Agent                                     ,2, ,0,0,0,0,0,0
131560,2000,I     ,A     , ,BS    ,Biology,I     ,A     ,M6L,51191,Farmer                                            ,0, ,0,0,0,0,0,0
131474,1984,I     ,A     , ,BSE   ,Engineering,      ,      ,M5J,92668,Engineering Manager                               ,5,11/11/2013,0,0,0,0,25,75
131591,1985,I     ,A     , ,BS    ,Health Science,      ,      ,M6P,68781,Nurse Coord.                                      ,1, ,0,0,0,0,0,0
131886,1999,I     ,A     , ,BS    ,Physical Education,      ,      ,M4C,60310,"Special Edu. 2nd, 3rd, 4th                        ",1, ,0,0,0,0,0,0
131870,2000,I     ,A     , ,MED   ,General Education,      ,      ,M6P,68781,                                                  ,0, ,0,0,0,0,0,0
131936,2001,I     ,A     , ,BBA   ,Finance,      ,      ,M6P,68781,Branch Administration Coordinator                 ,2, ,0,0,0,0,0,0
131800,1988,I     ,A     , ,BS    ,Biology,      ,      ,M6N,57378,                                                  ,2, ,0,0,0,0,0,0
131855,1993,I     ,A     , ,BFA   ,Art,      ,      ,M6J,63464,Art Director                                      ,1, ,0,0,0,0,0,0
132136,2001,I     ,A     , ,BS    ,History,      ,      ,M5S,80977,Pastor                                            ,2,11/2/2008,0,0,0,0,0,175
132334,1998,I     ,A     , ,MED   ,General Education,      ,      ,M1N,75900,Educator                                          ,0, ,0,0,0,0,0,0
132354,2005,I     ,A     , ,BS    ,Psychology,I     ,A     ,M1S,58417,Special Agent                                     ,5, ,0,0,0,0,0,0
132253,2003,I     ,A     , ,BS    ,Group Science,      ,      ,M1E,64284,Kindergarten Teacher                              ,3, ,0,0,0,0,0,0
132436,1995,I     ,A     , ,BBA   ,Business General,      ,      ,M6P,68781,Branch Manager                                    ,0, ,0,0,0,0,0,0
132546,1998,I     ,A     , ,BS    ,Psychology,I     ,A     ,M3B,111062,Police Ofcr  & Fireman                            ,1, ,0,0,0,0,0,0
132591,2000,I     ,A     , ,BA    ,Biology,      ,      ,M3N,45065,Software Engineer                                 ,2, ,0,0,0,0,0,0
132404,1987,I     ,A     , ,BS    ,Biology,      ,      ,M3H,68796,Stay At Home Mom                                  ,9, ,0,0,0,0,0,0
132623,1983,I     ,A     ,Parent,BS    ,Psychology,      ,      ,M1L,48164,                                                  ,0, ,0,0,0,0,0,0
132684,1976,I     ,A     , ,MST   ,Taxation,      ,      ,M5M,135475,Director-Taxation Dept.                           ,1, ,0,0,0,0,0,0
132913,1981,I     ,A     , ,BBA   ,Business General,I     ,A     ,M6P,68781,Secretary/Treasurer                               ,1, ,0,0,0,0,0,0
132817,1977,I     ,A     ,Parent,BBA   ,Management,      ,      ,M6P,68781,Morgage Consultant                                ,1, ,0,0,0,0,0,0
133013,2003,I     ,A     ,Parent,MHS   ,Medical Technology,I     ,A     ,M6L,51191,Medical Technician                                ,1, ,0,0,0,0,0,0
133141,1993,I     ,A     , ,BS    ,Psychology,      ,      ,M3N,45065,Special Ed Teach                                  ,3, ,0,0,0,0,0,0
133288,1992,I     ,A     , ,MED   ,General Education,      ,      ,M6J,63464,                                                  ,0, ,0,0,0,0,0,0
133361,1996,I     ,A     , ,BFA   ,Art,      ,      ,M5B,63763,                                                  ,0, ,0,0,0,0,0,0
133610,2003,I     ,A     , ,BS    ,Physical Education,      ,      ,M3N,45065,                                                  ,1, ,0,0,0,0,0,0
133901,2001,I     ,A     , ,BA    ,Psychology,I     ,A     ,M6P,68781,Licensed Psychologist                             ,1, ,0,0,0,0,0,0
134082,1999,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M3C,53636,President                                         ,0,9/28/2009,0,0,0,0,0,95
134063,2002,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M3J,49625,Police Officer                                    ,2, ,0,0,0,0,0,0
134188,1978,I     ,A     , ,BA    ,Communications,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
134489,1972,I     ,A     , ,BBA   ,Management,      ,      ,M5S,80977,Realtor                                           ,12, ,0,0,0,0,0,0
134634,1982,I     ,A     , ,BPH   ,Environmental Studies,      ,      ,M1L,48164,Profn  Musician/Teacher                           ,0, ,0,0,0,0,0,0
134665,1989,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M1P,54560,Corrections Off.                                  ,4, ,0,0,0,0,0,0
134814,1988,I     ,A     , ,BS    ,Chemistry,I     ,A     ,M6H,57309,                                                  ,1, ,0,0,0,0,0,0
135108,1983,I     ,A     ,Parent,BS    ,Criminal Justice,      ,      ,M6N,57378,Chief Psychologist                                ,1, ,0,0,0,0,0,0
135141,1983,I     ,A     , ,BS    ,Mathematics,      ,      ,M3B,111062,Software Sales Executive                          ,7,11/12/2014,0,15,0,50,50,1500
135303,2001,I     ,A     , ,BS    ,Computer Science,      ,      ,M1L,48164,Programmer/Analyst                                ,1, ,0,0,0,0,0,0
135402,1995,I     ,A     ,Parent,MED   ,General Education,      ,      ,M1H,58876,Teacher                                           ,0, ,0,0,0,0,0,0
135656,2003,I     ,A     , ,BS    ,Mathematics,I     ,A     ,M5V,79018,Senior Systems Engineer                           ,1, ,0,0,0,0,0,0
135547,2003,I     ,A     , ,BS    ,Health Science,I     ,A     ,M5J,92668,                                                  ,8, ,0,0,0,0,0,40
135770,2003,I     ,A     , ,BS    ,Earth Science,      ,      ,M5S,80977,                                                  ,4, ,0,0,0,0,0,0
135703,2001,I     ,A     , ,MED   ,Reading,      ,      ,M6N,57378,1st Grade Teacher                                 ,0, ,0,0,0,0,0,0
135658,2002,I     ,A     , ,MBA   ,Business General,      ,      ,M6P,68781,Chief Executive Officer                           ,0, ,0,0,0,0,0,0
135977,2004,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M5V,79018,National Account Executive                        ,1, ,0,0,0,0,0,0
136079,2003,I     ,A     , ,BA    ,Spanish,      ,      ,M6L,51191,Investments                                       ,1, ,0,0,0,0,0,0
136280,1996,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M5S,80977,District Sales Manager                            ,2, ,0,0,0,0,0,0
136254,1976,I     ,A     , ,BS    ,Biomedical Sciences,      ,      ,M4E,99523,Self-Employed                                     ,2, ,0,0,0,0,0,0
136293,1982,I     ,A     , ,BS    ,Health Science,      ,      ,M4V,120678,Program Manager                                   ,0,1/26/2001,0,0,0,0,0,30
136505,1990,I     ,A     ,Parent,BS    ,Special Education,      ,      ,M5J,92668,Special Educ  Tchr                                ,1, ,0,0,0,0,0,0
136831,1988,I     ,A     , ,MED   ,Special Education,      ,      ,M5S,80977,                                                  ,0, ,0,0,0,0,0,0
137549,2002,I     ,A     , ,BA    ,Criminal Justice,I     ,A     ,M1H,58876,Clerical                                          ,1, ,0,0,0,0,0,0
137785,1987,I     ,A     , ,MED   ,Special Education,      ,      ,M6L,51191,                                                  ,0, ,0,0,0,0,0,0
138044,1987,I     ,A     , ,MBA   ,Management,      ,      ,M3J,49625,CPA                                               ,0, ,0,0,0,0,0,0
137881,1974,I     ,A     , ,BS    ,GRP SS Psych,      ,      ,M2N,68333,Social Worker                                     ,0, ,0,0,0,0,0,0
138099,1990,I     ,A     , ,BS    ,Natural Resource Management,      ,      ,M6A,52149,Retired                         ,2, ,0,0,0,0,0,0
138076,1976,I     ,A     , ,MSW   ,Social Work,I     ,A     ,M5S,80977,Sch  Social Worker                                ,0, ,0,0,0,0,0,0
138017,2005,I     ,A     , ,BS    ,Special Education,      ,      ,M3B,111062,CEO                                               ,2,4/12/2000,0,0,0,0,0,425
138140,1980,I     ,A     , ,BS    ,Computer Science,      ,      ,M6R,78744,Software Engineer                                 ,2, ,0,0,0,0,0,0
138500,2002,I     ,A     , ,BS    ,Public Administration,      ,      ,M1H,58876,Assistant Provost                                 ,1, ,0,0,0,0,0,0
139022,2000,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M5J,92668,                                                  ,2,11/5/2007,0,0,0,0,0,180
139001,2005,I     ,A     , ,BS    ,GRO Social Studies,      ,      ,M6L,51191,Sales Rep                                         ,1, ,0,0,0,0,0,0
139609,1978,I     ,A     , ,MED   ,Special Education,      ,      ,M5E,94414,                                                  ,0, ,0,0,0,0,0,0
139901,2004,I     ,A     , ,BBA   ,Finance,      ,      ,M1N,75900,Sr. Staff Specialist                              ,2, ,0,0,0,0,0,0
140041,1976,I     ,A     , ,MS    ,Communications,      ,      ,M5V,79018,Manager of Physician Relations and Network Develop,0, ,0,0,0,0,0,0
140217,1997,I     ,A     , ,BA    ,Spanish,      ,      ,M5V,79018,                                                  ,7,6/11/2015,0,9,0,300,300,2850
140378,2005,I     ,A     , ,BS    ,Computer Science,I     ,A     ,M5S,80977,Engineering Manager                               ,5,10/18/2012,0,0,0,0,0,100
140395,2002,I     ,A     , ,BBA   ,International Business,      ,      ,M4S,95168,International Accountant                          ,5,1/18/2009,0,0,0,0,0,25
140285,2003,I     ,A     , ,BBA   ,Accounting,      ,      ,M2N,68333,                                                  ,0, ,0,0,0,0,0,0
157882,2005,I     ,I     , ,      , ,I     ,I     ,M5S,80977,President                                         ,0,7/1/2004,0,0,0,0,0,50
163185,2001,I     ,I     , ,      , ,      ,      ,M5S,80977,                                                  ,0, ,0,0,0,0,0,0
165776,2002,I     ,I     , ,      , ,I     ,I     ,M5R,96285,Vice President                                    ,0, ,0,0,0,0,0,0
177259,2001,I     ,I     , ,      , ,      ,      ,M5B,63763,President                                         ,0, ,0,0,0,0,0,0
178997,2003,I     ,P     ,Parent,      , ,      ,      ,M5M,135475,Food Broker                                       ,0, ,0,0,0,0,0,0
180187,2004,I     ,I     , ,      , ,      ,      ,M6P,68781,President                                         ,0, ,0,0,0,0,0,0
180410,2001,I     ,I     , ,      , ,I     ,I     ,M6P,68781,                                                  ,0, ,0,0,0,0,0,0
182961,2003,I     ,I     , ,      , ,      ,      ,M5S,80977,Attorney                                          ,0, ,0,0,0,0,0,0
526559,2002,I     ,A     , ,BS    ,Psychology,      ,      ,M5S,80977,Speical Education Pre School                      ,2,5/17/2004,0,0,0,0,0,30
526737,2002,I     ,I     , ,      , ,      ,      ,M5J,92668,Non-Executive Chairman of the Board               ,0, ,0,0,0,0,0,0
526916,2001,I     ,A     , ,BBA   ,Management,      ,      ,M1E,64284,"Senior Specialist, Employee Relations             ",1, ,0,0,0,0,0,0
526890,2002,I     ,A     , ,BBA   ,Business General,      ,      ,M5S,80977,Risk Management                                   ,0, ,0,0,0,0,0,0
527070,2001,I     ,A     , ,BBA   ,Finance,      ,      ,M5V,79018,Claims Representative                             ,0, ,0,0,0,0,0,0
527097,2005,I     ,A     , ,BBA   ,Business General,      ,      ,M1H,58876,Business Analyst                                  ,0, ,0,0,0,0,0,0
526930,2002,I     ,A     , ,BS    ,Psychology,      ,      ,M5A,43816,Nurse                                             ,0, ,0,0,0,0,0,0
526952,2004,I     ,A     , ,BA    ,Journalism,      ,      ,M6J,63464,Marketing Manager                                 ,1, ,0,0,0,0,0,0
527009,2003,I     ,A     , ,BS    ,Art,      ,      ,M1E,64284,3rd Grade Teacher                                 ,1, ,0,0,0,0,0,0
527020,2002,I     ,A     , ,BSN   ,Nursing,      ,      ,M1S,58417,RN                                                ,0, ,0,0,0,0,0,0
527143,2004,I     ,A     , ,BBA   ,Marketing,      ,      ,M6R,78744,                                                  ,0, ,0,0,0,0,0,0
527034,2005,S     ,A     , ,BS    ,Mathematics,      ,      ,M1P,54560,Affiliate Faculty                                 ,1,6/10/2009,0,0,0,0,0,325
527250,2003,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M1P,54560,                                                  ,0, ,0,0,0,0,0,0
527206,2001,I     ,A     , ,BBA   ,Finance,I     ,A     ,M5J,92668,Setup Mechanic II                                 ,1, ,0,0,0,0,0,0
527130,2003,I     ,A     , ,BS    ,History,      ,      ,M6J,63464,                                                  ,1, ,0,0,0,0,0,0
527171,2004,I     ,A     , ,BS    ,Mathematics,I     ,A     ,M5V,79018,Teacher                                           ,0, ,0,0,0,0,0,0
527142,2002,I     ,A     , ,BS    ,Computer Science,      ,      ,M5R,96285,Systems Analysit                                  ,1, ,0,0,0,0,0,0
